term_uuid	lbl	KEEP	gtc_ids	n_sources	n_distinct_src_lbls	distinct_src_lbls	exact_synonyms	definition	classification	sources	REVIEW_ACTION	SPLIT_INTO_LABELS	NOTES
GSD:4e8ca135-621a-5f60-9db3-0873d1b18e94	i antigen	TRUE	G00058MO; G46055MA; G11259JT	11	6	i antigen; LN2; Type 2 LN2; Type 2 LN2 (''I'' antigen); Type 2 LN2 (I' antigen)'; Type 2 LN2 (‘‘I’’ antigen)	Type 2 LN2; linear poly-N-acetyllactosamine units; i antigen		Named Functional Motif	SRC:CUMMINGS|Type 2 LN2; SRC:EOG_VARKI_4E|i antigen; SRC:GLYCOMOTIF_CCRC|LN2; SRC:GLYCOMOTIF_GDV|Type 2 LN2 (‘‘I’’ antigen); SRC:GLYCOMOTIF_GGM|Type 2 LN2; SRC:GSD_GLYGEN_V0|i antigen; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|i antigen; SRC:PUBDICT_GLYCAN_MOTIF|LN2; SRC:PUBDICT_GLYCAN_MOTIF|Type 2 LN2; SRC:PUBDICT_GLYCAN_MOTIF|Type 2 LN2 (''I'' antigen); SRC:PUBDICT_GLYCAN_MOTIF|Type 2 LN2 (I' antigen)'			
GSD:d051128d-57fc-4321-8b02-d90cad2a76ca	I antigen	TRUE	G56045WU; G46055MA	1	1	I antigen			GlycoMotif GGM motif	SRC:GLYCOMOTIF_GGM|I antigen			
GSD:d09ee5db-281c-40b1-95c3-53f11f4aef41	I antigen	TRUE	G56045WU; G00058MO; G26929DQ; G46055MA; G45207BM	15	9	''I'' antigen; I Antigen; I antigen; i Antigen; i antigen; I' antigen; I' antigen'; LN2, I antigen; ‘‘I’’ antigen	branched poly-n-acetyllactosamine units	N-[(2R,3R,4R,5S,6R)-5-[(2S,3R,4S,5S,6R)-4-[(2R,3R,4R,5S,6R)-3-Acetamido-4-hydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-6-[[(2R,3R,4R,5S,6R)-3-acetamido-4-hydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,5-dihydroxyoxan-2-yl]oxy-2,4-dihydroxy-6-(hydroxymethyl)oxan-3-yl...	Named Functional Motif	SRC:CUMMINGS|I antigen; SRC:EOG_VARKI_4E|I antigen; SRC:GLYCOEPITOPE|I Antigen; SRC:GLYCOEPITOPE|i Antigen; SRC:GLYCOMOTIF_CCRC|I antigen; SRC:GLYCOMOTIF_CCRC|LN2, I antigen; SRC:GLYCOMOTIF_GDV|‘‘I’’ antigen; SRC:GSD_GLYGEN_V0|I antigen; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|I antigen; SRC:PUBDICT_GLYCAN_MOTIF|''I'' antigen; SRC:PUBDICT_GLYCAN_MOTIF|I' antigen; SRC:PUBDICT_GLYCAN_MOTIF|I' antigen'; SRC:PUBDICT_GLYCAN_MOTIF|LN2, I antigen; SRC:PUBDICT_GLYCAN_MOTIF|i antigen; SRC:PUBDICT_GLYCOSMOS|i Antigen			
GSD:433410a4-57c6-446f-b0b8-a776a978a6f8	I Antigen Like	TRUE	G96238FJ	1	1	I Antigen Like				SRC:PUBDICT_GLYCAN_MOTIF|I Antigen Like			
GSD:673d5e9a-4ae1-4402-99b8-467e48f56fb1	I-active ganglioside	TRUE	G03067VG; G28566CQ; G16194TN	2	1	I-active ganglioside	NeuAca3-nLc6; NeuAca2-3i; NeuAc-G-10; NeuAca2-3I		Glycosphingolipid	SRC:PUBDICT_GLYCAN_MOTIF|I-active ganglioside; SRC:SUGARBIND|I-active ganglioside			
GSD:8b67d981-5374-4b71-8e8f-84fb2d9800e1	Idose	TRUE		1	1	Idose				SRC:PUBDICT_GLYCONAVI_NAME|Idose			
GSD:cd817de8-1227-4cd7-a4cc-8aa89ce13ef5	iGb3	TRUE	G78074HX	3	2	iGb3; Isoglobotriaosylceramide	isoglobotrihexosylceramide; Isoglobotri; IGb3		Glycosphingolipid	SRC:PUBDICTIONARIES-GLYCAN-IMAGE|iGb3; SRC:PUBDICT_GLYCOSMOS|iGb3; SRC:SUGARBIND|Isoglobotriaosylceramide			
GSD:02f34de6-3acd-4b78-8238-381fc980095e	iGb4	TRUE	G57710SU	3	2	iGb4; Isoglobotetraose (iGB4 & Cytolipin R)	isoglobotetrahexosylceramide		Gala-3Gal oligosaccharides (Isogloboseries)	SRC:BIOOLIGO|Isoglobotetraose (iGB4 & Cytolipin R); SRC:PUBDICTIONARIES-GLYCAN-IMAGE|iGb4; SRC:PUBDICT_GLYCOSMOS|iGb4			
GSD:4a29e38e-62f9-4e28-bd2f-9eb0eb09869a	II3Neu5GcGg4Cer, GM1	TRUE	G24034CH	1	1	II3Neu5GcGg4Cer, GM1	Gc) (NeuGc-GM1		Glycosphingolipid	SRC:SUGARBIND|II3Neu5GcGg4Cer, GM1			
GSD:32de2f99-e751-427d-9186-63953f086ba1	II3Neu5GcGg4Cer, GM1(Gc)	TRUE	G24034CH	1	1	II3Neu5GcGg4Cer, GM1(Gc)				SRC:PUBDICT_GLYCAN_MOTIF|II3Neu5GcGg4Cer, GM1(Gc)			
GSD:9e04b3e9-01f0-4809-8f77-6637925b4d40	internal Lewis x	TRUE	G64227KZ	4	2	Internal Lewis x; internal Lewis x				SRC:GLYCOEPITOPE|Internal Lewis x; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|internal Lewis x; SRC:PUBDICT_GLYCAN_MOTIF|Internal Lewis x; SRC:PUBDICT_GLYCOSMOS|Internal Lewis x			
GSD:25f8f512-1060-4513-ae5d-302944e604ed	Inulin	TRUE		1	1	Inulin				SRC:PUBDICT_GLYCONAVI_NAME|Inulin			
GSD:fc71ad32-1693-406d-adcf-1469197dc73e	Isoglobopentaose (iGB5)	TRUE		1	1	Isoglobopentaose (iGB5)			Gala-3Gal oligosaccharides (Isogloboseries)	SRC:BIOOLIGO|Isoglobopentaose (iGB5)			
GSD:8b2bb3d0-c127-4cc6-bd84-5a68c437cfbd	isoglobotetraosylceramide	TRUE	G57710SU; G19926LY; G32862WC; G00012MO	7	3	Glycosphingolipid Isoglobo; Isoglobotetraosylceramide; isoglobotetraosylceramide			GlycoMotif GGM motif	SRC:CUMMINGS|Isoglobotetraosylceramide; SRC:GLYCOMOTIF_CCRC|Isoglobotetraosylceramide; SRC:GLYCOMOTIF_GDV|Isoglobotetraosylceramide; SRC:GLYCOMOTIF_GGM|Isoglobotetraosylceramide; SRC:GSD_GLYGEN_V0|isoglobotetraosylceramide; SRC:PUBDICT_GLYCAN_MOTIF|Isoglobotetraosylceramide; SRC:PUBDICT_MOTIF_GTC|Glycosphingolipid Isoglobo			
GSD:0d8728d3-d71c-445a-9485-3d38d9b6526b	Isoglobotriaosylceramide	TRUE	G78074HX	1	1	Isoglobotriaosylceramide				SRC:PUBDICT_GLYCAN_MOTIF|Isoglobotriaosylceramide			
GSD:3cb24a69-32be-4380-8552-f8405dc1f0d3	Isoglobotriose (iGB3)	TRUE		3	2	Isoglobotriose; Isoglobotriose (iGB3)			Gala-3Gal oligosaccharides (Isogloboseries)	SRC:BIOOLIGO|Isoglobotriose (iGB3); SRC:PUBDICT_GLYCONAVI_ABBREV|Isoglobotriose; SRC:PUBDICT_GLYCONAVI_NAME|Isoglobotriose			
GSD:cac2c71b-ef0a-4308-8544-e6e914596155	Isolevoglucosenone	TRUE		1	1	Isolevoglucosenone				SRC:PUBDICT_GLYCONAVI_NAME|Isolevoglucosenone			
GSD:fda54e47-8840-42f2-9050-43ab3ffd6771	isomaltose	TRUE	G36281WI	3	2	Isomaltose; isomaltose				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|isomaltose; SRC:PUBDICT_GLYCONAVI_NAME|Isomaltose; SRC:PUBDICT_GLYCOSMOS|isomaltose			
GSD:41c2dca8-d44d-4a80-8fb4-6f6b32d5d0ca	Isomaltotriose	TRUE		1	1	Isomaltotriose				SRC:PUBDICT_GLYCONAVI_NAME|Isomaltotriose			
GSD:7bab4295-b653-434a-bde8-2761f91b2f96	isopanose	TRUE	G37117TJ	3	2	Isopanose; isopanose				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|isopanose; SRC:PUBDICT_GLYCONAVI_NAME|Isopanose; SRC:PUBDICT_GLYCOSMOS|isopanose			
GSD:ab9064d8-5043-4c3d-8980-62391c947677	Kanosamine	TRUE		2	2	Kanosamine; Kansosamine				SRC:PUBDICT_GLYCONAVI_NAME|Kanosamine; SRC:PUBDICT_GLYCONAVI_NAME|Kansosamine			
GSD:504914ce-6a2e-4215-9408-b72fcf258e7e	KDN-Gal	TRUE	G82612XX; G82625KX	4	1	KDN-Gal				SRC:GLYCOEPITOPE|KDN-Gal; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|KDN-Gal; SRC:PUBDICT_GLYCAN_MOTIF|KDN-Gal; SRC:PUBDICT_GLYCOSMOS|KDN-Gal			
GSD:55518b88-605c-5d07-a328-555ccbea84d0	keratan sulfate	TRUE	G82109MW; G00020MO	8	4	Keratan Sulfate; Keratan sulfate; keratan sulfate; Keratansulfate	keratan; Kerato sulphate; Kerato sulfate; Keratan sulphate; kerato 6'-sulfate; keratan 6'-sulfate; Kerato 6'-sulphate; Keratan 6'-sulphate; KS chain; keratan sulfate chain	A sulfated glycosaminoglycan, a linear polymer that consists of the repeating disaccharide [3)-β-Gal-(1→4)-β-GlcNAc-(1→] and containing sulfo groups located at random positions.[CHEBI:60924]	Polysaccharide	SRC:EOG_VARKI_4E|keratan sulfate; SRC:GLYCOEPITOPE|Keratan Sulfate; SRC:GSD_GLYGEN_V0|keratan sulfate; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|keratan sulfate; SRC:PUBDICT_GLYCAN_MOTIF|Keratan Sulfate; SRC:PUBDICT_GLYCAN_MOTIF|Keratansulfate; SRC:PUBDICT_GLYCOSMOS|Keratan Sulfate; SRC:PUBDICT_MOTIF_GTC|Keratan sulfate			
GSD:48f5dc7c-77b8-5e42-98c5-768334218a4e	keratan sulfate–related glycan antigens	TRUE		1	1	keratan sulfate–related glycan antigens	KS–related antigens		Named Functional Motif	SRC:EOG_VARKI_4E|keratan sulfate–related glycan antigens			
GSD:4df4a80c-f000-4e08-b646-c086083eabca	Kojibiose	TRUE		1	1	Kojibiose				SRC:PUBDICT_GLYCONAVI_NAME|Kojibiose			
GSD:ede65542-dc52-4ee9-aa65-6c1534904ed8	L-Fucitol	TRUE		1	1	L-Fucitol				SRC:PUBDICT_GLYCONAVI_NAME|L-Fucitol			
GSD:cbbff132-ae0b-48f0-b729-29c341030ffe	Lac	TRUE	G84224TW	3	1	Lac				SRC:PUBDICT_GLYCONAVI_ABBREV|Lac; SRC:PUBDICT_GLYCONAVI_NAME|Lac; SRC:PUBDICT_GLYCOSMOS|Lac			
GSD:cea1d668-1fe6-50d0-9982-477ee729a810	LacdiNac	TRUE	G31736BK; G00057MO	15	6	LacDiNAc; LacdiNAc; LacdiNac; LacdiNAc (LDN); LDN; LDN,  LacdiNAc	LDN; GalNAcβ1-4GlcNAc; N-acetylgalactosamine β1-4 N-acetylglucosamine; GalNAcβ1-4GlcNAcβ1-; LacdiNAc	An amino disaccharide consisting of N-acetylglucosamine having an N-acetylgalactosaminyl resiude attached at the 4-position via a β-linkage.[CHEBI:61190]	Named Functional Motif	SRC:CUMMINGS|LacdiNAc; SRC:EOG_VARKI_4E|LacdiNAc; SRC:GLYCOEPITOPE|LDN; SRC:GLYCOMOTIF_CCRC|LDN,  LacdiNAc; SRC:GLYCOMOTIF_GDV|LacdiNAc (LDN); SRC:GLYCOMOTIF_GGM|LacdiNAc; SRC:GSD_GLYGEN_V0|LacdiNac; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|LDN; SRC:PUBDICT_GLYCAN_MOTIF|LDN; SRC:PUBDICT_GLYCAN_MOTIF|LacdiNAc; SRC:PUBDICT_GLYCAN_MOTIF|LacdiNAc (LDN); SRC:PUBDICT_GLYCONAVI_ABBREV|LDN; SRC:PUBDICT_GLYCONAVI_NAME|LDN; SRC:PUBDICT_GLYCOSMOS|LDN; SRC:PUBDICT_MOTIF_GTC|LacDiNAc			
GSD:04d45d70-b2b3-5f73-bbe0-cf1fd8a53b5d	LacNAc	TRUE	G66213AR	5	1	LacNAc	N-acetyllactosamine; Galβ1-4GlcNAc; LN		Named Functional Motif	SRC:EOG_VARKI_4E|LacNAc; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|LacNAc; SRC:PUBDICT_GLYCONAVI_ABBREV|LacNAc; SRC:PUBDICT_GLYCONAVI_NAME|LacNAc; SRC:PUBDICT_GLYCOSMOS|LacNAc			
GSD:461a0ae9-e18c-4b06-9e5e-62592fc337e2	LacNAc-Gal	TRUE	G06580KR	4	1	LacNAc-Gal				SRC:GLYCOEPITOPE|LacNAc-Gal; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|LacNAc-Gal; SRC:PUBDICT_GLYCAN_MOTIF|LacNAc-Gal; SRC:PUBDICT_GLYCOSMOS|LacNAc-Gal			
GSD:3b82d0df-621c-4e14-a570-612aa33af66b	Lacto-N-fucopentaose I	TRUE		2	2	Lacto-N-fucopentaose I; Lacto-N-neofucopentaose			Blood group H antigens (Blood group O)	SRC:BIOOLIGO|Lacto-N-fucopentaose I; SRC:BIOOLIGO|Lacto-N-neofucopentaose			
GSD:eca31f4d-e5dd-4c3e-b841-1d9bbf4f7947	Lacto-N-fucopentose	TRUE	G98173LG	1	1	Lacto-N-fucopentose				SRC:SUGARBIND|Lacto-N-fucopentose			
GSD:b9668bf4-d18f-4a53-a24a-54a733133fb5	Lacto-N-neooctaose	TRUE		1	1	Lacto-N-neooctaose			Core structures (Type 2)	SRC:BIOOLIGO|Lacto-N-neooctaose			
GSD:e28ae0a4-cfce-4867-8526-e950e6405bcc	lacto-N-neotetraose	TRUE	G48059CD; G45827GY	8	4	Lacto-N-Neotetraose; lacto-N-neotetraose; Neolactotetraose; Neolactotetrose	LNnT; Lacto-N-neotetraose			SRC:GLYCOEPITOPE|Lacto-N-Neotetraose; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|lacto-N-neotetraose; SRC:PUBDICT_GLYCAN_MOTIF|Lacto-N-Neotetraose; SRC:PUBDICT_GLYCAN_MOTIF|Neolactotetrose; SRC:PUBDICT_GLYCONAVI_ABBREV|Neolactotetraose; SRC:PUBDICT_GLYCONAVI_NAME|Neolactotetraose; SRC:PUBDICT_GLYCOSMOS|Lacto-N-Neotetraose; SRC:SUGARBIND|Neolactotetrose			
GSD:f953302a-e368-43aa-8a00-f254d26bf693	lacto-N-tetraose	TRUE	G45827GY; G48059CD	8	3	Lacto-N-Tetraose; lacto-N-tetraose; Lactotetraose	LNT; Lacto-N-tetraose			SRC:GLYCOEPITOPE|Lacto-N-Tetraose; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|lacto-N-tetraose; SRC:PUBDICT_GLYCAN_MOTIF|Lacto-N-Tetraose; SRC:PUBDICT_GLYCAN_MOTIF|Lactotetraose; SRC:PUBDICT_GLYCONAVI_ABBREV|Lactotetraose; SRC:PUBDICT_GLYCONAVI_NAME|Lactotetraose; SRC:PUBDICT_GLYCOSMOS|Lacto-N-Tetraose; SRC:SUGARBIND|Lactotetraose			
GSD:6b5a41e2-50f2-45b9-bc9e-a0b2e5c5e2ce	Lacto-N-triose	TRUE		1	1	Lacto-N-triose			Core structures (Type 1)	SRC:BIOOLIGO|Lacto-N-triose			
GSD:6b96f33b-d7b7-5e34-ad41-d3b621495dff	lacto-series glycosphingolipids	TRUE	G00069MO	4	3	Glycosphingolipid Lacto; Glycosphingolipid Lacto series; lacto-series glycosphingolipids	lacto-series		Glycolipid	SRC:EOG_VARKI_4E|lacto-series glycosphingolipids; SRC:GLYCOMOTIF_GGM|Glycosphingolipid Lacto series; SRC:PUBDICT_GLYCAN_MOTIF|Glycosphingolipid Lacto series; SRC:PUBDICT_MOTIF_GTC|Glycosphingolipid Lacto			
GSD:6c972eec-6baf-4b08-a21b-58748889ad2f	lactogangliotetraosylceramide	TRUE	G62554JH; G85237WB	4	2	Lactogangliotetraosylceramide; lactogangliotetraosylceramide				SRC:GLYCOEPITOPE|Lactogangliotetraosylceramide; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|lactogangliotetraosylceramide; SRC:PUBDICT_GLYCAN_MOTIF|Lactogangliotetraosylceramide; SRC:PUBDICT_GLYCOSMOS|Lactogangliotetraosylceramide			
GSD:9cd4deb1-a035-437b-b688-2e8d74de0ab0	Lactosamine Like Structure	TRUE	G47428UI	1	1	Lactosamine Like Structure				SRC:PUBDICT_GLYCAN_MOTIF|Lactosamine Like Structure			
GSD:6ad9967b-1e76-4dcf-bd58-fe369c7825f1	Lactosamine motif	TRUE	G00055MO	1	1	Lactosamine motif				SRC:PUBDICT_GLYCAN_MOTIF|Lactosamine motif			
GSD:d3bfc2ac-dec1-4d3c-9caf-48b03084df86	lactose	TRUE	G15541SE	6	4	Galactosyl lactose; Galactosyl-lactose; Lactose; lactose			Miscellaneous	SRC:BIOOLIGO|Galactosyl lactose; SRC:BIOOLIGO|Galactosyl-lactose; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|lactose; SRC:PUBDICT_GLYCONAVI_ABBREV|Lactose; SRC:PUBDICT_GLYCONAVI_NAME|Lactose; SRC:PUBDICT_GLYCOSMOS|lactose			
GSD:0a063c08-7f72-5da7-9397-33bdcbc5315c	lactosylceramide	TRUE	G84224TW; G20420WT; G74621DY	13	3	Lactosylceramide; lactosylceramide; Lactosylceramides	LacCer; Lc2; CDH; Galβ1-4Glc-Cer	Glycosphingolipids which contain as their polar head group a lactose moiety bound in glycosidic linkage to the hydroxyl group of ceramide. Their accumulation in tissue, due to a defect in lactosylceramide beta-galactosidase, is the cause of lactosylceramidosis.[MeSH:D007790]	Glycolipid	SRC:CUMMINGS|Lactosylceramide; SRC:EOG_VARKI_4E|lactosylceramide; SRC:GLYCOEPITOPE|Lactosylceramide; SRC:GLYCOMOTIF_CCRC|Lactosylceramide; SRC:GLYCOMOTIF_GDV|Lactosylceramide; SRC:GLYCOMOTIF_GGM|Lactosylceramide; SRC:GSD_GLYGEN_V0|lactosylceramide; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|lactosylceramide; SRC:PUBDICT_GLYCAN_MOTIF|Lactosylceramide; SRC:PUBDICT_GLYCONAVI_ABBREV|Lactosylceramides; SRC:PUBDICT_GLYCONAVI_NAME|Lactosylceramides; SRC:PUBDICT_GLYCOSMOS|Lactosylceramide; SRC:SUGARBIND|Lactosylceramide			
GSD:18ddd830-8974-4494-a880-47eed3c79f17	lactotetraosylceramide	TRUE	G00049MO	5	2	Lactotetraosylceramide; lactotetraosylceramide	Lc4		Glycosphingolipid	SRC:GLYCOEPITOPE|Lactotetraosylceramide; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|lactotetraosylceramide; SRC:PUBDICT_GLYCAN_MOTIF|Lactotetraosylceramide; SRC:PUBDICT_GLYCOSMOS|Lactotetraosylceramide; SRC:SUGARBIND|Lactotetraosylceramide			
GSD:49675e4a-8a13-483b-a42b-96d1d2fa7139	lactotriaosylceramide	TRUE	G06239NA; G87727XV	11	5	Lactotriaosylceramide; lactotriaosylceramide; Lactotriaosylceramide (LC3); Lactotriaosylceramide (Lc3); Lc3	Lc3; Lc(3)Cer; Lc_3	A linear amino trisaccharide consisting of β-D-glucose at the reducing end having an N-acetyl-β-D-glucosaminyl-(1→3)-β-D-galactosyl group attached at the 4-position.[CHEBI:61758]	Glycosphingolipid	SRC:CUMMINGS|Lactotriaosylceramide; SRC:GLYCOMOTIF_CCRC|Lactotriaosylceramide; SRC:GLYCOMOTIF_GDV|Lactotriaosylceramide (LC3); SRC:GLYCOMOTIF_GGM|Lactotriaosylceramide; SRC:GSD_GLYGEN_V0|lactotriaosylceramide; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|Lc3; SRC:PUBDICT_GLYCAN_MOTIF|Lactotriaosylceramide; SRC:PUBDICT_GLYCAN_MOTIF|Lactotriaosylceramide (Lc3); SRC:PUBDICT_GLYCAN_MOTIF|Lc3; SRC:PUBDICT_GLYCOSMOS|Lc3; SRC:SUGARBIND|Lactotriaosylceramide			
GSD:f5f8fb71-2c45-4ea7-93dc-29599a20ae83	Laminarabiose	TRUE		1	1	Laminarabiose				SRC:PUBDICT_GLYCONAVI_NAME|Laminarabiose			
GSD:b26727f7-8dbe-490d-abbd-28a7a9e17690	Lc4	TRUE	G00049MO	2	1	Lc4				SRC:PUBDICTIONARIES-GLYCAN-IMAGE|Lc4; SRC:PUBDICT_GLYCOSMOS|Lc4			
GSD:761b72f4-76a5-4cab-b30b-ade71d188c64	LcGg4	TRUE	G62554JH; G85237WB	6	1	LcGg4		N-[(2S,3R,4R,5R,6R)-2-[(2R,3S,4R,5R,6S)-4-[(2S,3R,4R,5S,6R)-3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-hydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide is an oligosaccharide.[CHEBI:152521]	GlycoMotif GGM motif	SRC:CUMMINGS|LcGg4; SRC:GLYCOMOTIF_CCRC|LcGg4; SRC:GLYCOMOTIF_GDV|LcGg4; SRC:GLYCOMOTIF_GGM|LcGg4; SRC:GSD_GLYGEN_V0|LcGg4; SRC:PUBDICT_GLYCAN_MOTIF|LcGg4			
GSD:7099caf8-7d8c-49b0-8372-cb4e4b08f628	LeALex	TRUE		2	1	LeALex				SRC:PUBDICT_GLYCONAVI_ABBREV|LeALex; SRC:PUBDICT_GLYCONAVI_NAME|LeALex			
GSD:ff0e6349-cd64-48d2-bae3-4419ca6db392	Lec	TRUE		2	1	Lec				SRC:PUBDICT_GLYCONAVI_ABBREV|Lec; SRC:PUBDICT_GLYCONAVI_NAME|Lec			
GSD:d20bb12a-04ff-4b84-ac0f-fd00f7505630	LeD	TRUE	G00050MO	1	1	LeD				SRC:PUBDICT_MOTIF_GTC|LeD			
GSD:898a8243-636a-5c97-90ac-fa638de41d03	Leishmania lipophosphoglycan repeat unit	TRUE		1	1	Leishmania lipophosphoglycan repeat unit	Gal-Man-PO4- repeat unit; Galβ1-4Manα1-PO4		Polysaccharide Repeating Unit	SRC:EOG_VARKI_4E|Leishmania lipophosphoglycan repeat unit			
GSD:08aed05d-6578-4fdd-85ee-6f567e0dda59	Leukosialin	TRUE	G78436BB; G50850NI	4	2	Leukocyte common antigen; Leukosialin	SPN; Sialophorin; CD43; Sialophorin and SPN; LCA; CD45		Glycoprotein	SRC:PUBDICT_GLYCAN_MOTIF|Leukocyte common antigen; SRC:PUBDICT_GLYCAN_MOTIF|Leukosialin; SRC:SUGARBIND|Leukocyte common antigen; SRC:SUGARBIND|Leukosialin			
GSD:232bb3ce-533d-555d-a9f4-ed9809d4ad1d	levan-type fructan	TRUE		1	1	levan-type fructan			Polysaccharide	SRC:EOG_VARKI_4E|levan-type fructan			
GSD:94ee312a-c502-4da3-89af-27e653cfefe5	Levoglucosan	TRUE		1	1	Levoglucosan				SRC:PUBDICT_GLYCONAVI_NAME|Levoglucosan			
GSD:342c6534-b3b2-40d6-915a-d14e9e362895	Levoglucosenone	TRUE		1	1	Levoglucosenone				SRC:PUBDICT_GLYCONAVI_NAME|Levoglucosenone			
GSD:c5a61542-ca29-5ce2-bf63-a4f7caf9bf9c	Lewis a	TRUE	G00047MO; G39023AU; G26123AX; G23041XK; G28420BK	23	8	LeA; Lea; Lewis A; Lewis a; Lewis a (b1-3)Gal; Lewis a (Lea); Lewis a triose; Precusor Lewis a	Le(a); Lea-3; Lea; Le^a; Lea-5; Precusor Lea	A lewis blood group antigen with structure beta-D-Galp-(1-&gt;3)-[alpha-L-Fucp-(1-&gt;4)]-D-GlcpNAc consisting of N-acetylglucosamine having a fucosyl residue attached at the 4-position via an alpha-linkage and a galactosyl residue attached at the 3-position via a beta-linkage. It has a role as an epitope and an antigen. It is an amino trisaccharide and a glucosamine oligosaccharide.[CHEBI:62265]	Named Functional Motif	SRC:BIOOLIGO|Lewis a triose; SRC:CUMMINGS|Lewis a; SRC:EOG_VARKI_4E|Lewis a; SRC:GLYCOEPITOPE|Lewis a; SRC:GLYCOEPITOPE|Lewis a (b1-3)Gal; SRC:GLYCOMOTIF_CCRC|Lewis a; SRC:GLYCOMOTIF_GDV|Lewis a; SRC:GLYCOMOTIF_GGM|Lewis a; SRC:GSD_GLYGEN_V0|Lewis a; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|Lewis a; SRC:PUBDICT_GLYCAN_MOTIF|Lea; SRC:PUBDICT_GLYCAN_MOTIF|Lewis a; SRC:PUBDICT_GLYCAN_MOTIF|Lewis a (Lea); SRC:PUBDICT_GLYCAN_MOTIF|Lewis a (b1-3)Gal; SRC:PUBDICT_GLYCAN_MOTIF|Precusor Lewis a; SRC:PUBDICT_GLYCONAVI_ABBREV|LeA; SRC:PUBDICT_GLYCONAVI_NAME|LeA; SRC:PUBDICT_GLYCOSMOS|Lewis a; SRC:PUBDICT_GLYCOSMOS|Lewis a (b1-3)Gal; SRC:PUBDICT_MOTIF_GTC|LeA; SRC:PUBDICT_MOTIF_GTC|Lewis A; SRC:SUGARBIND|Lewis a; SRC:SUGARBIND|Precusor Lewis a			
GSD:ea602361-539c-4e50-ad0a-f4945c1c15c9	Lewis a Lewis x	TRUE		1	1	Lewis a Lewis x			Lewis antigens	SRC:BIOOLIGO|Lewis a Lewis x			
GSD:2a3882e1-188d-4a9c-8772-433ddaf26f7d	Lewis a LN	TRUE		1	1	Lewis a LN			Lewis antigens	SRC:BIOOLIGO|Lewis a LN			
GSD:bf4125e8-7959-4ec2-b67f-ff8d0b0c3a3f	Lewis a- Lewis X hybrid antigen	TRUE	G07357YR; G74578MX	5	3	Lewis a- Lewis X hybrid antigen; Lewis a- Lewis x Hybrid Antigen; Lewis a-Lewis x hybrid				SRC:GLYCOEPITOPE|Lewis a- Lewis x Hybrid Antigen; SRC:PUBDICTIONARIES-GLYCAN-IMAGE|Lewis a- Lewis X hybrid antigen; SRC:PUBDICT_GLYCAN_MOTIF|Lewis a- Lewis x Hybrid Antigen; SRC:PUBDICT_GLYCAN_MOTIF|Lewis a-Lewis x hybrid; SRC:PUBDICT_GLYCOSMOS|Lewis a- Lewis x Hybrid Antigen			
GSD:60f092f1-aea8-4533-ace5-147c6470d557	Lewis a/x Like structure	TRUE	G24566OP	1	1	Lewis a/x Like structure				SRC:PUBDICT_GLYCAN_MOTIF|Lewis a/x Like structure			
GSD:cabb56b2-34c2-5250-be10-65af64594104	Lewis antigens	TRUE		1	1	Lewis antigens	Lewis antigens; Lewis-type structures; Lewis type glycans; Lewis blood group antigens		Named Functional Motif	SRC:EOG_VARKI_4E|Lewis antigens			
